path,mos
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_35\uniform_noise\level4.pth,0.38699
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_102\OctreeCom\level5.pth,0.86537
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_54\uniform_noise\level2.pth,0.44214
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_82\gaussian_noise\level10.pth,0.57219
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_33\gridAverage_downsample\level3.pth,0.97515
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_87\gridAverage_downsample\level1.pth,0.98884
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_71\random_downsample\level8.pth,0.95892
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_10\uniform_noise\level7.pth,0.37771
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_57\gaussian_noise\level2.pth,0.91356
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_94\gridAverage_downsample\level10.pth,0.9223
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_95\random_downsample\level10.pth,0.92062
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_66\index_noise\level6.pth,0.78389
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_36\OctreeCom\level8.pth,0.95814
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_26\random_downsample\level2.pth,0.97604
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_55\uniform_noise\level8.pth,0.3675
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_42\impulse_noise\level3.pth,0.77337
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_19\uniform_noise\level5.pth,0.3692
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_86\random_downsample\level1.pth,0.98479
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_66\impulse_noise\level6.pth,0.73022
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_24\gridAverage_downsample\level10.pth,0.93456
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_111\gridAverage_downsample\level7.pth,0.96036
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_147\impulse_noise\level2.pth,0.71914
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_73\OctreeCom\level3.pth,0.94564
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_95\random_downsample\level9.pth,0.92904
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_149\gaussian_noise\level4.pth,0.86051
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_110\random_downsample\level1.pth,0.9544
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_9\gaussian_noise\level7.pth,0.65727
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_65\index_noise\level5.pth,0.80443
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_9\index_noise\level1.pth,0.94898
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_76\OctreeCom\level4.pth,0.97351
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_89\uniform_noise\raw_model_89.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_135\OctreeCom\level5.pth,0.74291
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_50\OctreeCom\level9.pth,0.80881
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_26\impulse_noise\level9.pth,0.79919
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_89\impulse_noise\level9.pth,0.71278
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_89\random_downsample\raw_model_89.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_117\index_noise\level9.pth,0.58324
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_50\uniform_noise\level5.pth,0.3809
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_42\uniform_noise\level3.pth,0.39562
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_24\gridAverage_downsample\level7.pth,0.94304
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_144\index_noise\level6.pth,0.77515
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_124\gridAverage_downsample\level7.pth,0.94768
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_92\index_noise\level9.pth,0.65134
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_39\gaussian_noise\level3.pth,0.88917
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_148\uniform_noise\level10.pth,0.36779
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_108\random_downsample\level3.pth,0.95021
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_100\random_downsample\level8.pth,0.75907
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_30\uniform_noise\level4.pth,0.3815
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_16\index_noise\level10.pth,0.63397
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_141\random_downsample\level4.pth,0.86093
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_103\OctreeCom\level5.pth,0.81184
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_32\gridAverage_downsample\level10.pth,0.95051
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_102\uniform_noise\level4.pth,0.39459
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_81\impulse_noise\level9.pth,0.87625
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_91\gaussian_noise\level10.pth,0.56416
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_57\gridAverage_downsample\level3.pth,0.97466
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_3\gaussian_noise\level5.pth,0.76207
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_37\gridAverage_downsample\level10.pth,0.91465
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_51\gaussian_noise\level5.pth,0.76475
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_58\gridAverage_downsample\level6.pth,0.94002
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_51\uniform_noise\level2.pth,0.44786
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_112\random_downsample\level6.pth,0.88688
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_53\random_downsample\level2.pth,0.98379
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_3\OctreeCom\level3.pth,0.94268
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_145\uniform_noise\level3.pth,0.4019
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_36\gridAverage_downsample\level3.pth,0.98373
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_36\index_noise\level9.pth,0.67179
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_96\impulse_noise\level9.pth,0.62563
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_23\uniform_noise\level1.pth,0.6193
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_17\gaussian_noise\level10.pth,0.56287
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_20\gaussian_noise\level3.pth,0.86909
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_27\OctreeCom\level2.pth,0.88454
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_123\index_noise\level2.pth,0.80604
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_129\gridAverage_downsample\level3.pth,0.97734
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_104\uniform_noise\level6.pth,0.37598
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_61\uniform_noise\level10.pth,0.37749
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_94\OctreeCom\level6.pth,0.88306
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_125\impulse_noise\level6.pth,0.57009
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_80\uniform_noise\level5.pth,0.36905
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_96\gaussian_noise\level7.pth,0.62225
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_23\impulse_noise\level9.pth,0.73775
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_141\impulse_noise\level7.pth,0.58868
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_57\random_downsample\level9.pth,0.94106
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_0\gridAverage_downsample\level3.pth,0.96142
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_62\uniform_noise\level4.pth,0.38722
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_108\gaussian_noise\level9.pth,0.50065
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_149\gridAverage_downsample\level7.pth,0.96158
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_91\OctreeCom\level6.pth,0.82796
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_46\OctreeCom\level3.pth,0.86193
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_4\impulse_noise\level5.pth,0.72092
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_119\gridAverage_downsample\level8.pth,0.84937
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_80\random_downsample\level1.pth,0.98565
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_78\OctreeCom\level3.pth,0.86885
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_41\uniform_noise\level9.pth,0.36102
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_82\gridAverage_downsample\level3.pth,0.99045
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_39\gridAverage_downsample\level7.pth,0.96403
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_67\impulse_noise\level4.pth,0.71274
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_121\gaussian_noise\level9.pth,0.55297
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_130\uniform_noise\level2.pth,0.48051
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_23\impulse_noise\level3.pth,0.67037
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_74\gridAverage_downsample\level8.pth,0.9265
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_34\random_downsample\level2.pth,0.97655
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_134\impulse_noise\level10.pth,0.66278
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_59\uniform_noise\level3.pth,0.42569
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_61\random_downsample\level5.pth,0.96548
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_82\random_downsample\level9.pth,0.96875
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_147\index_noise\level7.pth,0.73154
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_99\random_downsample\level1.pth,0.90944
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_65\impulse_noise\level5.pth,0.72551
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_119\random_downsample\level4.pth,0.87901
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_17\impulse_noise\level1.pth,0.79824
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_8\index_noise\level3.pth,0.86789
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_137\uniform_noise\level5.pth,0.38282
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_5\index_noise\level3.pth,0.86063
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_126\gridAverage_downsample\raw_model_126.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_2\gridAverage_downsample\level8.pth,0.94866
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_97\index_noise\raw_model_97.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_25\impulse_noise\level6.pth,0.7564
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_9\OctreeCom\level4.pth,0.85167
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_50\gridAverage_downsample\level1.pth,0.98719
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_145\gaussian_noise\level6.pth,0.71426
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_144\gridAverage_downsample\level5.pth,0.98723
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_85\index_noise\level2.pth,0.91469
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_69\OctreeCom\level6.pth,0.91161
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_97\gaussian_noise\level4.pth,0.75412
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_89\OctreeCom\level6.pth,0.80975
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_44\uniform_noise\level7.pth,0.37292
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_18\index_noise\level10.pth,0.62524
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_149\uniform_noise\level5.pth,0.40716
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_146\gaussian_noise\level2.pth,0.91216
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_32\impulse_noise\level9.pth,0.85478
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_121\index_noise\level9.pth,0.64074
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_86\impulse_noise\level3.pth,0.71114
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_72\OctreeCom\level7.pth,0.9394
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_7\index_noise\level4.pth,0.87889
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_19\random_downsample\raw_model_19.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_30\gaussian_noise\level4.pth,0.80894
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_117\impulse_noise\level5.pth,0.61934
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_109\uniform_noise\level7.pth,0.36951
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_120\impulse_noise\level3.pth,0.72428
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_56\OctreeCom\level7.pth,0.90287
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_72\impulse_noise\raw_model_72.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_118\impulse_noise\raw_model_118.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_110\index_noise\level1.pth,0.92885
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_0\uniform_noise\level10.pth,0.35532
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_84\gridAverage_downsample\level7.pth,0.9683
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_70\random_downsample\level8.pth,0.96049
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_82\OctreeCom\raw_model_82.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_15\uniform_noise\level3.pth,0.41907
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_122\impulse_noise\raw_model_122.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_125\index_noise\level2.pth,0.91555
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_12\uniform_noise\level7.pth,0.36073
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_127\uniform_noise\level9.pth,0.36841
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_6\impulse_noise\level2.pth,0.71235
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_26\uniform_noise\level7.pth,0.36996
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_117\random_downsample\level10.pth,0.69663
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_146\impulse_noise\level3.pth,0.69251
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_84\index_noise\level10.pth,0.66518
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_121\OctreeCom\level10.pth,0.82095
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_145\uniform_noise\level1.pth,0.6143
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_103\uniform_noise\level5.pth,0.38836
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_147\impulse_noise\level1.pth,0.79128
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_59\impulse_noise\level6.pth,0.73272
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_72\uniform_noise\level6.pth,0.34864
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_137\gridAverage_downsample\level5.pth,0.87119
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_43\uniform_noise\level1.pth,0.6111
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_149\index_noise\level4.pth,0.86948
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_94\random_downsample\level9.pth,0.92148
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_77\index_noise\level6.pth,0.76295
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_23\gaussian_noise\level3.pth,0.87596
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_55\OctreeCom\raw_model_55.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_84\random_downsample\level3.pth,0.97809
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_136\OctreeCom\level10.pth,0.64949
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_57\gridAverage_downsample\level10.pth,0.94754
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_35\index_noise\raw_model_35.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_15\gaussian_noise\level3.pth,0.8795
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_62\impulse_noise\level8.pth,0.73055
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_23\uniform_noise\level8.pth,0.37534
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_36\index_noise\level1.pth,0.95301
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_28\random_downsample\level2.pth,0.97331
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_42\OctreeCom\level10.pth,0.89597
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_1\index_noise\level5.pth,0.79092
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_114\gridAverage_downsample\level1.pth,0.90808
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_81\gridAverage_downsample\raw_model_81.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_4\impulse_noise\level8.pth,0.75191
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_132\gridAverage_downsample\level7.pth,0.89685
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_48\gridAverage_downsample\level9.pth,0.92174
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_126\index_noise\level8.pth,0.70346
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_116\impulse_noise\level6.pth,0.70106
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_33\impulse_noise\level5.pth,0.7944
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_39\gaussian_noise\level2.pth,0.91997
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_130\gaussian_noise\level3.pth,0.88644
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_19\index_noise\level5.pth,0.80689
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_113\random_downsample\level9.pth,0.92579
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_37\index_noise\level2.pth,0.9124
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_10\impulse_noise\level5.pth,0.67081
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_124\impulse_noise\level10.pth,0.62685
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_138\gridAverage_downsample\level7.pth,0.8677
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_58\index_noise\level1.pth,0.9477
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_130\gridAverage_downsample\level7.pth,0.96801
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_30\gaussian_noise\level2.pth,0.90489
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_147\uniform_noise\level5.pth,0.3715
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_8\OctreeCom\level6.pth,0.83529
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_16\impulse_noise\level4.pth,0.75613
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_71\OctreeCom\level6.pth,0.88442
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_64\OctreeCom\level4.pth,0.48612
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_0\random_downsample\level9.pth,0.93098
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_86\index_noise\level10.pth,0.63669
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_14\random_downsample\level5.pth,0.97595
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_148\OctreeCom\level8.pth,0.66025
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_63\uniform_noise\level8.pth,0.36676
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_104\random_downsample\level6.pth,0.95316
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_34\gridAverage_downsample\level8.pth,0.95137
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_68\gridAverage_downsample\raw_model_68.pth,1.0
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_109\impulse_noise\level10.pth,0.65287
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_130\gaussian_noise\level10.pth,0.56795
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_51\uniform_noise\level3.pth,0.40088
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_120\index_noise\level1.pth,0.94096
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_104\impulse_noise\level10.pth,0.6954
E:\homegate\R_Quality_Assessment\Dataset\Data10_fixed_fps_64_128\raw_model_41\index_noise\level1.pth,0.95029
