ply_file_path,feature_vector_path,type,reference_model,level
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/noise4/level3.npy,EN,raw_model_75,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/noise4/level4.npy,EN,raw_model_75,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/noise4/level5.npy,EN,raw_model_75,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/sd/level1.npy,SD,raw_model_75,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/sd/level2.npy,SD,raw_model_75,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/sd/level3.npy,SD,raw_model_75,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/sd/level4.npy,SD,raw_model_75,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_75/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_75/sd/level5.npy,SD,raw_model_75,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/raw_model_9.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/raw_model_9_GT.npy,GT,raw_model_9,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise1/level1.npy,GN,raw_model_9,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise1/level2.npy,GN,raw_model_9,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise1/level3.npy,GN,raw_model_9,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise1/level4.npy,GN,raw_model_9,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise1/level5.npy,GN,raw_model_9,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise2/level1.npy,UN,raw_model_9,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise2/level2.npy,UN,raw_model_9,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise2/level3.npy,UN,raw_model_9,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise2/level4.npy,UN,raw_model_9,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise2/level5.npy,UN,raw_model_9,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise3/level1.npy,IN,raw_model_9,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise3/level2.npy,IN,raw_model_9,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise3/level3.npy,IN,raw_model_9,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise3/level4.npy,IN,raw_model_9,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise3/level5.npy,IN,raw_model_9,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise4/level1.npy,EN,raw_model_9,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise4/level2.npy,EN,raw_model_9,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise4/level3.npy,EN,raw_model_9,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise4/level4.npy,EN,raw_model_9,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/noise4/level5.npy,EN,raw_model_9,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/sd/level1.npy,SD,raw_model_9,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/sd/level2.npy,SD,raw_model_9,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/sd/level3.npy,SD,raw_model_9,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/sd/level4.npy,SD,raw_model_9,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_9/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_9/sd/level5.npy,SD,raw_model_9,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/raw_model_53.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/raw_model_53_GT.npy,GT,raw_model_53,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise1/level1.npy,GN,raw_model_53,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise1/level2.npy,GN,raw_model_53,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise1/level3.npy,GN,raw_model_53,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise1/level4.npy,GN,raw_model_53,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise1/level5.npy,GN,raw_model_53,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise2/level1.npy,UN,raw_model_53,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise2/level2.npy,UN,raw_model_53,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise2/level3.npy,UN,raw_model_53,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise2/level4.npy,UN,raw_model_53,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise2/level5.npy,UN,raw_model_53,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise3/level1.npy,IN,raw_model_53,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise3/level2.npy,IN,raw_model_53,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise3/level3.npy,IN,raw_model_53,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise3/level4.npy,IN,raw_model_53,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise3/level5.npy,IN,raw_model_53,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise4/level1.npy,EN,raw_model_53,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise4/level2.npy,EN,raw_model_53,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise4/level3.npy,EN,raw_model_53,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise4/level4.npy,EN,raw_model_53,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/noise4/level5.npy,EN,raw_model_53,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/sd/level1.npy,SD,raw_model_53,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/sd/level2.npy,SD,raw_model_53,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/sd/level3.npy,SD,raw_model_53,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/sd/level4.npy,SD,raw_model_53,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_53/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_53/sd/level5.npy,SD,raw_model_53,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/raw_model_66.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/raw_model_66_GT.npy,GT,raw_model_66,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise1/level1.npy,GN,raw_model_66,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise1/level2.npy,GN,raw_model_66,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise1/level3.npy,GN,raw_model_66,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise1/level4.npy,GN,raw_model_66,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise1/level5.npy,GN,raw_model_66,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise2/level1.npy,UN,raw_model_66,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise2/level2.npy,UN,raw_model_66,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise2/level3.npy,UN,raw_model_66,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise2/level4.npy,UN,raw_model_66,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise2/level5.npy,UN,raw_model_66,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise3/level1.npy,IN,raw_model_66,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise3/level2.npy,IN,raw_model_66,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise3/level3.npy,IN,raw_model_66,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise3/level4.npy,IN,raw_model_66,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise3/level5.npy,IN,raw_model_66,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise4/level1.npy,EN,raw_model_66,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise4/level2.npy,EN,raw_model_66,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise4/level3.npy,EN,raw_model_66,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise4/level4.npy,EN,raw_model_66,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/noise4/level5.npy,EN,raw_model_66,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/sd/level1.npy,SD,raw_model_66,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/sd/level2.npy,SD,raw_model_66,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/sd/level3.npy,SD,raw_model_66,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/sd/level4.npy,SD,raw_model_66,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_66/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_66/sd/level5.npy,SD,raw_model_66,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/raw_model_73.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/raw_model_73_GT.npy,GT,raw_model_73,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise1/level1.npy,GN,raw_model_73,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise1/level2.npy,GN,raw_model_73,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise1/level3.npy,GN,raw_model_73,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise1/level4.npy,GN,raw_model_73,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise1/level5.npy,GN,raw_model_73,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise2/level1.npy,UN,raw_model_73,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise2/level2.npy,UN,raw_model_73,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise2/level3.npy,UN,raw_model_73,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise2/level4.npy,UN,raw_model_73,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise2/level5.npy,UN,raw_model_73,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise3/level1.npy,IN,raw_model_73,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise3/level2.npy,IN,raw_model_73,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise3/level3.npy,IN,raw_model_73,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise3/level4.npy,IN,raw_model_73,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise3/level5.npy,IN,raw_model_73,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise4/level1.npy,EN,raw_model_73,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise4/level2.npy,EN,raw_model_73,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise4/level3.npy,EN,raw_model_73,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise4/level4.npy,EN,raw_model_73,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/noise4/level5.npy,EN,raw_model_73,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/sd/level1.npy,SD,raw_model_73,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/sd/level2.npy,SD,raw_model_73,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/sd/level3.npy,SD,raw_model_73,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/sd/level4.npy,SD,raw_model_73,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_73/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_73/sd/level5.npy,SD,raw_model_73,5
/workspace/datasets/or150PStanford_data5_v2/blade_100K/blade_100K.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/blade_100K_GT.npy,GT,blade_100K,0
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise1/level1.npy,GN,blade_100K,1
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise1/level2.npy,GN,blade_100K,2
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise1/level3.npy,GN,blade_100K,3
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise1/level4.npy,GN,blade_100K,4
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise1/level5.npy,GN,blade_100K,5
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise2/level1.npy,UN,blade_100K,1
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise2/level2.npy,UN,blade_100K,2
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise2/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise2/level3.npy,UN,blade_100K,3
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise2/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise2/level4.npy,UN,blade_100K,4
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise2/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise2/level5.npy,UN,blade_100K,5
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise3/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise3/level1.npy,IN,blade_100K,1
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise3/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise3/level2.npy,IN,blade_100K,2
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise3/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise3/level3.npy,IN,blade_100K,3
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise3/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise3/level4.npy,IN,blade_100K,4
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise3/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise3/level5.npy,IN,blade_100K,5
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise4/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise4/level1.npy,EN,blade_100K,1
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise4/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise4/level2.npy,EN,blade_100K,2
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise4/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise4/level3.npy,EN,blade_100K,3
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise4/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise4/level4.npy,EN,blade_100K,4
/workspace/datasets/or150PStanford_data5_v2/blade_100K/noise4/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/noise4/level5.npy,EN,blade_100K,5
/workspace/datasets/or150PStanford_data5_v2/blade_100K/sd/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/sd/level1.npy,SD,blade_100K,1
/workspace/datasets/or150PStanford_data5_v2/blade_100K/sd/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/sd/level2.npy,SD,blade_100K,2
/workspace/datasets/or150PStanford_data5_v2/blade_100K/sd/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/sd/level3.npy,SD,blade_100K,3
/workspace/datasets/or150PStanford_data5_v2/blade_100K/sd/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/sd/level4.npy,SD,blade_100K,4
/workspace/datasets/or150PStanford_data5_v2/blade_100K/sd/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/blade_100K/sd/level5.npy,SD,blade_100K,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/raw_model_138.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/raw_model_138_GT.npy,GT,raw_model_138,0
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/noise1/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/noise1/level1.npy,GN,raw_model_138,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/noise1/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/noise1/level2.npy,GN,raw_model_138,2
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/noise1/level3.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/noise1/level3.npy,GN,raw_model_138,3
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/noise1/level4.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/noise1/level4.npy,GN,raw_model_138,4
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/noise1/level5.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/noise1/level5.npy,GN,raw_model_138,5
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/noise2/level1.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/noise2/level1.npy,UN,raw_model_138,1
/workspace/datasets/or150PStanford_data5_v2/raw_model_138/noise2/level2.ply,/workspace/datasets/or150PStanford_data5_v2_feature_vector/raw_model_138/noise2/level2.npy,UN,raw_model_138,2
